Absolute Time,eta_hat_psi,eta_hat_x,eta_hat_y, eta_tilde_psi, eta_tilde_x, eta_tilde_y,nu_psi_hat, nu_x_hat, nu_y_hat,eta_mpsi,eta_mx,eta_my
3572767154.535853,3.152142,10.617332,2.900301,-0.828317,-0.817753,-2.121542,0.105083,0.128713,-0.247306,2.323825,9.799580,0.778760
3572767154.545847,3.153193,10.618256,2.902932,-0.829368,-0.818677,-2.124172,0.105075,0.128719,-0.247241,2.323825,9.799580,0.778760
3572767154.555852,3.154244,10.619180,2.905561,-0.830419,-0.819600,-2.126802,0.105067,0.128725,-0.247176,2.323825,9.799580,0.778760
3572767154.565853,3.155294,10.620103,2.908191,-0.831469,-0.820523,-2.129431,0.105059,0.128732,-0.247111,2.323825,9.799580,0.778760
3572767154.575852,3.156345,10.621025,2.910820,-0.832520,-0.821445,-2.132060,0.105050,0.128739,-0.247047,2.323825,9.799580,0.778760
3572767154.585853,3.157395,10.621947,2.913448,-0.833570,-0.822367,-2.134689,0.105042,0.128745,-0.246983,2.323825,9.799580,0.778760
3572767154.595854,3.158446,10.622868,2.916076,-0.834621,-0.823289,-2.137317,0.105033,0.128752,-0.246920,2.323825,9.799580,0.778760
3572767154.605854,3.159496,10.623789,2.918704,-0.835671,-0.824209,-2.139944,0.105025,0.128759,-0.246857,2.323825,9.799580,0.778760
3572767154.615854,3.160546,10.624709,2.921331,-0.836721,-0.825130,-2.142572,0.105016,0.128766,-0.246794,2.323825,9.799580,0.778760
3572767154.625854,3.161596,10.625629,2.923958,-0.837771,-0.826050,-2.145199,0.105007,0.128774,-0.246731,2.323825,9.799580,0.778760
3572767154.635855,3.162646,10.626548,2.926585,-0.838821,-0.826969,-2.147826,0.104998,0.128781,-0.246669,2.323825,9.799580,0.778760
3572767154.645850,3.163696,10.627467,2.929211,-0.839871,-0.827888,-2.150452,0.104989,0.128789,-0.246607,2.323825,9.799580,0.778760
3572767154.655856,3.164746,10.628386,2.931837,-0.840921,-0.828806,-2.153078,0.104980,0.128796,-0.246546,2.323825,9.799580,0.778760
3572767154.665856,3.165796,10.629303,2.934463,-0.841971,-0.829724,-2.155703,0.104971,0.128804,-0.246485,2.323825,9.799580,0.778760
3572767154.675857,3.166845,10.630221,2.937088,-0.843021,-0.830641,-2.158328,0.104962,0.128812,-0.246424,2.323825,9.799580,0.778760
3572767154.685855,3.167895,10.631138,2.939713,-0.844070,-0.831558,-2.160953,0.104953,0.128820,-0.246364,2.323825,9.799580,0.778760
3572767154.695857,3.168944,10.632054,2.942337,-0.845120,-0.832474,-2.163578,0.104944,0.128828,-0.246303,2.323825,9.799580,0.778760
3572767154.705856,3.169994,10.632970,2.944961,-0.846169,-0.833390,-2.166202,0.104935,0.128836,-0.246244,2.323825,9.799580,0.778760
3572767154.715858,3.171043,10.633885,2.947585,-0.847218,-0.834306,-2.168826,0.104925,0.128844,-0.246184,2.323825,9.799580,0.778760
3572767154.725858,3.172092,10.634800,2.950209,-0.848268,-0.835220,-2.171449,0.104916,0.128853,-0.246125,2.323825,9.799580,0.778760
3572767154.735857,3.173141,10.635714,2.952832,-0.849317,-0.836135,-2.174072,0.104907,0.128862,-0.246066,2.323825,9.799580,0.778760
3572767154.745852,3.174190,10.636628,2.955455,-0.850366,-0.837049,-2.176695,0.104897,0.128870,-0.246007,2.323825,9.799580,0.778760
3572767154.755857,3.175239,10.637542,2.958077,-0.851415,-0.837962,-2.179317,0.104888,0.128879,-0.245949,2.323825,9.799580,0.778760
3572767154.765858,3.176288,10.638455,2.960699,-0.852463,-0.838875,-2.181939,0.104878,0.128888,-0.245891,2.323825,9.799580,0.778760
3572767154.775859,3.177337,10.639367,2.963321,-0.853512,-0.839787,-2.184561,0.104869,0.128897,-0.245833,2.323825,9.799580,0.778760
3572767154.785858,3.178386,10.640279,2.965942,-0.854561,-0.840699,-2.187183,0.104859,0.128906,-0.245776,2.323825,9.799580,0.778760
3572767154.795858,3.179434,10.641190,2.968563,-0.855609,-0.841611,-2.189804,0.104850,0.128916,-0.245719,2.323825,9.799580,0.778760
3572767154.805859,3.180483,10.642101,2.971184,-0.856658,-0.842522,-2.192425,0.104840,0.128925,-0.245662,2.323825,9.799580,0.778760
3572767154.815858,3.181531,10.643012,2.973805,-0.857706,-0.843432,-2.195045,0.104830,0.128935,-0.245606,2.323825,9.799580,0.778760
3572767154.825859,3.182579,10.643922,2.976425,-0.858754,-0.844342,-2.197665,0.104820,0.128944,-0.245549,2.323825,9.799580,0.778760
3572767154.835860,3.183627,10.644832,2.979045,-0.859803,-0.845252,-2.200285,0.104811,0.128954,-0.245493,2.323825,9.799580,0.778760
3572767154.845854,3.184675,10.645741,2.981664,-0.860851,-0.846161,-2.202905,0.104801,0.128964,-0.245438,2.323825,9.799580,0.778760
3572767154.855861,3.185723,10.646649,2.984283,-0.861899,-0.847070,-2.205524,0.104791,0.128974,-0.245382,2.323825,9.799580,0.778760
3572767154.865860,3.186771,10.647557,2.986902,-0.862946,-0.847978,-2.208143,0.104781,0.128984,-0.245327,2.323825,9.799580,0.778760
3572767154.875860,3.187819,10.648465,2.989521,-0.863994,-0.848885,-2.210761,0.104771,0.128995,-0.245273,2.323825,9.799580,0.778760
3572767154.885861,3.188867,10.649372,2.992139,-0.865042,-0.849793,-2.213380,0.104762,0.129005,-0.245218,2.323825,9.799580,0.778760
3572767154.895862,3.189914,10.650279,2.994757,-0.866089,-0.850699,-2.215998,0.104752,0.129015,-0.245164,2.323825,9.799580,0.778760
3572767154.905861,3.190962,10.651185,2.997375,-0.867137,-0.851606,-2.218615,0.104742,0.129026,-0.245110,2.323825,9.799580,0.778760
3572767154.915862,3.192009,10.652091,2.999992,-0.868184,-0.852511,-2.221233,0.104732,0.129037,-0.245057,2.323825,9.799580,0.778760
3572767154.925862,3.193056,10.652996,3.002610,-0.869232,-0.853417,-2.223850,0.104722,0.129048,-0.245003,2.323825,9.799580,0.778760
3572767154.935862,3.194104,10.653901,3.005226,-0.870279,-0.854322,-2.226467,0.104712,0.129059,-0.244950,2.323825,9.799580,0.778760
3572767154.945858,3.195151,10.654806,3.007843,-0.871326,-0.855226,-2.229084,0.104702,0.129070,-0.244897,2.323825,9.799580,0.778760
3572767154.955863,3.196198,10.655710,3.010459,-0.872373,-0.856130,-2.231700,0.104692,0.129081,-0.244845,2.323825,9.799580,0.778760
3572767154.965863,3.197244,10.656613,3.013075,-0.873420,-0.857033,-2.234316,0.104682,0.129092,-0.244793,2.323825,9.799580,0.778760
3572767154.975863,3.198291,10.657516,3.015691,-0.874466,-0.857936,-2.236932,0.104672,0.129103,-0.244741,2.323825,9.799580,0.778760
3572767154.985864,3.199338,10.658419,3.018307,-0.875513,-0.858839,-2.239547,0.104662,0.129115,-0.244689,2.323825,9.799580,0.778760
3572767154.995864,3.200384,10.659321,3.020922,-0.876560,-0.859741,-2.242162,0.104652,0.129126,-0.244637,2.323825,9.799580,0.778760
3572767155.005864,3.201431,10.660222,3.023537,-0.877606,-0.860643,-2.244777,0.104642,0.129138,-0.244586,2.323825,9.799580,0.778760
3572767155.015865,3.202477,10.661124,3.026152,-0.878652,-0.861544,-2.247392,0.104632,0.129150,-0.244535,2.323825,9.799580,0.778760
3572767155.025864,3.203524,10.662024,3.028766,-0.879699,-0.862445,-2.250006,0.104622,0.129162,-0.244485,2.323825,9.799580,0.778760
3572767155.035865,3.204570,10.662925,3.031380,-0.880745,-0.863345,-2.252621,0.104613,0.129174,-0.244434,2.323825,9.799580,0.778760
3572767155.045861,3.205616,10.663825,3.033994,-0.881791,-0.864245,-2.255235,0.104603,0.129186,-0.244384,2.323825,9.799580,0.778760
3572767155.055866,3.206662,10.664724,3.036608,-0.882837,-0.865144,-2.257848,0.104593,0.129198,-0.244334,2.323825,9.799580,0.778760
3572767155.065865,3.207708,10.665623,3.039221,-0.883883,-0.866043,-2.260462,0.104583,0.129211,-0.244285,2.323825,9.799580,0.778760
3572767155.075867,3.208753,10.666521,3.041834,-0.884929,-0.866942,-2.263075,0.104573,0.129223,-0.244235,2.323825,9.799580,0.778760
3572767155.085865,3.209799,10.667420,3.044447,-0.885974,-0.867840,-2.265688,0.104563,0.129236,-0.244186,2.323825,9.799580,0.778760
3572767155.095867,3.210845,10.668317,3.047060,-0.887020,-0.868738,-2.268300,0.104553,0.129249,-0.244137,2.323825,9.799580,0.778760
3572767155.105866,3.211890,10.669214,3.049672,-0.888065,-0.869635,-2.270913,0.104543,0.129261,-0.244088,2.323825,9.799580,0.778760
3572767155.115866,3.212936,10.670111,3.052285,-0.889111,-0.870532,-2.273525,0.104533,0.129274,-0.244040,2.323825,9.799580,0.778760
3572767155.125866,3.213981,10.671007,3.054897,-0.890156,-0.871428,-2.276137,0.104523,0.129287,-0.243992,2.323825,9.799580,0.778760
3572767155.135868,3.215026,10.671903,3.057508,-0.891201,-0.872324,-2.278749,0.104514,0.129300,-0.243944,2.323825,9.799580,0.778760
3572767155.145862,3.216071,10.672799,3.060120,-0.892246,-0.873219,-2.281360,0.104504,0.129313,-0.243896,2.323825,9.799580,0.778760
3572767155.155868,3.217116,10.673694,3.062731,-0.893291,-0.874114,-2.283971,0.104494,0.129327,-0.243849,2.323825,9.799580,0.778760
3572767155.165869,3.218161,10.674588,3.065342,-0.894336,-0.875009,-2.286583,0.104484,0.129340,-0.243802,2.323825,9.799580,0.778760
3572767155.175869,3.219206,10.675482,3.067953,-0.895381,-0.875903,-2.289193,0.104474,0.129354,-0.243755,2.323825,9.799580,0.778760
3572767155.185869,3.220250,10.676376,3.070564,-0.896426,-0.876796,-2.291804,0.104465,0.129367,-0.243708,2.323825,9.799580,0.778760
3572767155.195869,3.221295,10.677269,3.073174,-0.897470,-0.877690,-2.294414,0.104455,0.129381,-0.243662,2.323825,9.799580,0.778760
3572767155.205870,3.222340,10.678162,3.075784,-0.898515,-0.878583,-2.297025,0.104445,0.129395,-0.243616,2.323825,9.799580,0.778760
3572767155.215869,3.223384,10.679054,3.078394,-0.899559,-0.879475,-2.299634,0.104436,0.129409,-0.243570,2.323825,9.799580,0.778760
3572767155.225869,3.224428,10.679946,3.081004,-0.900603,-0.880367,-2.302244,0.104426,0.129423,-0.243524,2.323825,9.799580,0.778760
3572767155.235869,3.225473,10.680838,3.083613,-0.901648,-0.881258,-2.304854,0.104417,0.129437,-0.243478,2.323825,9.799580,0.778760
3572767155.245865,3.226517,10.681729,3.086223,-0.902692,-0.882149,-2.307463,0.104407,0.129451,-0.243433,2.323825,9.799580,0.778760
3572767155.255870,3.227561,10.682620,3.088832,-0.903736,-0.883040,-2.310072,0.104398,0.129465,-0.243388,2.323825,9.799580,0.778760
3572767155.265871,3.228605,10.683510,3.091441,-0.904780,-0.883930,-2.312681,0.104388,0.129480,-0.243343,2.323825,9.799580,0.778760
3572767155.275870,3.229648,10.684400,3.094049,-0.905824,-0.884820,-2.315290,0.104379,0.129494,-0.243299,2.323825,9.799580,0.778760
3572767155.285871,3.230692,10.685289,3.096658,-0.906867,-0.885710,-2.317898,0.104369,0.129509,-0.243254,2.323825,9.799580,0.778760
3572767155.295871,3.231736,10.686178,3.099266,-0.907911,-0.886599,-2.320507,0.104360,0.129523,-0.243210,2.323825,9.799580,0.778760
3572767155.305871,3.232779,10.687067,3.101874,-0.908955,-0.887487,-2.323115,0.104351,0.129538,-0.243166,2.323825,9.799580,0.778760
3572767155.315872,3.233823,10.687955,3.104482,-0.909998,-0.888375,-2.325723,0.104341,0.129553,-0.243123,2.323825,9.799580,0.778760
3572767155.325872,3.234866,10.688843,3.107090,-0.911041,-0.889263,-2.328331,0.104332,0.129568,-0.243079,2.323825,9.799580,0.778760
3572767155.335872,3.235909,10.689730,3.109698,-0.912085,-0.890150,-2.330938,0.104323,0.129583,-0.243036,2.323825,9.799580,0.778760
3572767155.345868,3.236953,10.690617,3.112305,-0.913128,-0.891037,-2.333545,0.104314,0.129598,-0.242993,2.323825,9.799580,0.778760
3572767155.355873,3.237996,10.691503,3.114912,-0.914171,-0.891924,-2.336153,0.104304,0.129613,-0.242950,2.323825,9.799580,0.778760
3572767155.365872,3.239039,10.692389,3.117519,-0.915214,-0.892810,-2.338760,0.104295,0.129629,-0.242908,2.323825,9.799580,0.778760
3572767155.375874,3.240082,10.693275,3.120126,-0.916257,-0.893695,-2.341366,0.104286,0.129644,-0.242865,2.323825,9.799580,0.778760
3572767155.385873,3.241124,10.694160,3.122733,-0.917300,-0.894581,-2.343973,0.104277,0.129660,-0.242823,2.323825,9.799580,0.778760
3572767155.395874,3.242167,10.695045,3.125339,-0.918342,-0.895465,-2.346580,0.104268,0.129675,-0.242781,2.323825,9.799580,0.778760
3572767155.405873,3.243210,10.695929,3.127946,-0.919385,-0.896350,-2.349186,0.104260,0.129691,-0.242740,2.323825,9.799580,0.778760
3572767155.415874,3.244252,10.696813,3.130552,-0.920428,-0.897234,-2.351792,0.104251,0.129707,-0.242698,2.323825,9.799580,0.778760
3572767155.425873,3.245295,10.697697,3.133158,-0.921470,-0.898117,-2.354398,0.104242,0.129722,-0.242657,2.323825,9.799580,0.778760
3572767155.435875,3.246337,10.698580,3.135763,-0.922512,-0.899000,-2.357004,0.104233,0.129738,-0.242616,2.323825,9.799580,0.778760
3572767155.445869,3.247380,10.699463,3.138369,-0.923555,-0.899883,-2.359610,0.104224,0.129754,-0.242575,2.323825,9.799580,0.778760
3572767155.455875,3.248422,10.700345,3.140975,-0.924597,-0.900766,-2.362215,0.104216,0.129771,-0.242534,2.323825,9.799580,0.778760
3572767155.465876,3.249464,10.701227,3.143580,-0.925639,-0.901648,-2.364820,0.104207,0.129787,-0.242494,2.323825,9.799580,0.778760
3572767155.475875,3.250506,10.702109,3.146185,-0.926681,-0.902529,-2.367426,0.104199,0.129803,-0.242454,2.323825,9.799580,0.778760
3572767155.485876,3.251548,10.702990,3.148790,-0.927723,-0.903410,-2.370031,0.104190,0.129819,-0.242413,2.323825,9.799580,0.778760
3572767155.495878,3.252590,10.703870,3.151395,-0.928765,-0.904291,-2.372635,0.104182,0.129836,-0.242374,2.323825,9.799580,0.778760
3572767155.505877,3.253631,10.704751,3.154000,-0.929807,-0.905171,-2.375240,0.104173,0.129852,-0.242334,2.323825,9.799580,0.778760
3572767155.515876,3.254673,10.705631,3.156604,-0.930848,-0.906051,-2.377845,0.104165,0.129869,-0.242295,2.323825,9.799580,0.778760
3572767155.525877,3.255715,10.706510,3.159209,-0.931890,-0.906931,-2.380449,0.104157,0.129886,-0.242255,2.323825,9.799580,0.778760
3572767155.535876,3.256756,10.707389,3.161813,-0.932931,-0.907810,-2.383053,0.104149,0.129902,-0.242216,2.323825,9.799580,0.778760
3572767155.545872,3.257798,10.708268,3.164417,-0.933973,-0.908689,-2.385657,0.104140,0.129919,-0.242178,2.323825,9.799580,0.778760
3572767155.555879,3.258839,10.709146,3.167021,-0.935014,-0.909567,-2.388261,0.104132,0.129936,-0.242139,2.323825,9.799580,0.778760
3572767155.565877,3.259880,10.710024,3.169625,-0.936056,-0.910445,-2.390865,0.104124,0.129953,-0.242101,2.323825,9.799580,0.778760
3572767155.575878,3.260922,10.710902,3.172229,-0.937097,-0.911322,-2.393469,0.104116,0.129970,-0.242062,2.323825,9.799580,0.778760
3572767155.585878,3.261963,10.711779,3.174832,-0.938138,-0.912199,-2.396073,0.104108,0.129988,-0.242024,2.323825,9.799580,0.778760
3572767155.595879,3.263004,10.712656,3.177436,-0.939179,-0.913076,-2.398676,0.104100,0.130005,-0.241986,2.323825,9.799580,0.778760
3572767155.605879,3.264045,10.713532,3.180039,-0.940220,-0.913953,-2.401279,0.104093,0.130022,-0.241949,2.323825,9.799580,0.778760
3572767155.615880,3.265086,10.714408,3.182642,-0.941261,-0.914828,-2.403883,0.104085,0.130040,-0.241911,2.323825,9.799580,0.778760
3572767155.625880,3.266126,10.715284,3.185245,-0.942302,-0.915704,-2.406486,0.104077,0.130057,-0.241874,2.323825,9.799580,0.778760
3572767155.635880,3.267167,10.716159,3.187848,-0.943342,-0.916579,-2.409088,0.104070,0.130075,-0.241837,2.323825,9.799580,0.778760
3572767155.645874,3.268208,10.717034,3.190451,-0.944383,-0.917454,-2.411691,0.104062,0.130092,-0.241800,2.323825,9.799580,0.778760
3572767155.655879,3.269248,10.717908,3.193054,-0.945424,-0.918328,-2.414294,0.104055,0.130110,-0.241764,2.323825,9.799580,0.778760
3572767155.665880,3.270289,10.718782,3.195656,-0.946464,-0.919202,-2.416897,0.104047,0.130128,-0.241727,2.323825,9.799580,0.778760
3572767155.675882,3.271329,10.719656,3.198258,-0.947504,-0.920076,-2.419499,0.104040,0.130146,-0.241691,2.323825,9.799580,0.778760
3572767155.685880,3.272370,10.720529,3.200861,-0.948545,-0.920949,-2.422101,0.104033,0.130164,-0.241655,2.323825,9.799580,0.778760
3572767155.695881,3.273410,10.721402,3.203463,-0.949585,-0.921822,-2.424703,0.104026,0.130182,-0.241619,2.323825,9.799580,0.778760
3572767155.705882,3.274450,10.722274,3.206065,-0.950625,-0.922695,-2.427306,0.104018,0.130200,-0.241583,2.323825,9.799580,0.778760
3572767155.715882,3.275490,10.723146,3.208667,-0.951666,-0.923567,-2.429908,0.104011,0.130218,-0.241548,2.323825,9.799580,0.778760
3572767155.725881,3.276530,10.724018,3.211269,-0.952706,-0.924438,-2.432509,0.104004,0.130236,-0.241512,2.323825,9.799580,0.778760
3572767155.735882,3.277570,10.724889,3.213871,-0.953746,-0.925310,-2.435111,0.103997,0.130254,-0.241477,2.323825,9.799580,0.778760
3572767155.745877,3.278610,10.725760,3.216472,-0.954786,-0.926181,-2.437713,0.103991,0.130273,-0.241442,2.323825,9.799580,0.778760
3572767155.755882,3.279650,10.726631,3.219074,-0.955825,-0.927051,-2.440314,0.103984,0.130291,-0.241407,2.323825,9.799580,0.778760
3572767155.765882,3.280690,10.727501,3.221675,-0.956865,-0.927921,-2.442916,0.103977,0.130310,-0.241373,2.323825,9.799580,0.778760
3572767155.775883,3.281730,10.728371,3.224277,-0.957905,-0.928791,-2.445517,0.103970,0.130328,-0.241338,2.323825,9.799580,0.778760
3572767155.785883,3.282769,10.729240,3.226878,-0.958945,-0.929660,-2.448118,0.103964,0.130347,-0.241304,2.323825,9.799580,0.778760
3572767155.795884,3.283809,10.730109,3.229479,-0.959984,-0.930530,-2.450720,0.103957,0.130366,-0.241270,2.323825,9.799580,0.778760
3572767155.805884,3.284849,10.730978,3.232080,-0.961024,-0.931398,-2.453321,0.103951,0.130384,-0.241236,2.323825,9.799580,0.778760
3572767155.815884,3.285888,10.731846,3.234681,-0.962063,-0.932266,-2.455922,0.103945,0.130403,-0.241203,2.323825,9.799580,0.778760
3572767155.825884,3.286927,10.732714,3.237282,-0.963103,-0.933134,-2.458522,0.103938,0.130422,-0.241169,2.323825,9.799580,0.778760
3572767155.835885,3.287967,10.733582,3.239883,-0.964142,-0.934002,-2.461123,0.103932,0.130441,-0.241136,2.323825,9.799580,0.778760
3572767155.845881,3.289006,10.734449,3.242483,-0.965181,-0.934869,-2.463724,0.103926,0.130460,-0.241102,2.323825,9.799580,0.778760
3572767155.855886,3.290045,10.735315,3.245084,-0.966221,-0.935736,-2.466325,0.103920,0.130479,-0.241070,2.323825,9.799580,0.778760
3572767155.865886,3.291085,10.736182,3.247685,-0.967260,-0.936602,-2.468925,0.103914,0.130498,-0.241037,2.323825,9.799580,0.778760
3572767155.875885,3.292124,10.737048,3.250285,-0.968299,-0.937468,-2.471525,0.103908,0.130518,-0.241004,2.323825,9.799580,0.778760
3572767155.885886,3.293163,10.737914,3.252885,-0.969338,-0.938334,-2.474126,0.103902,0.130537,-0.240972,2.323825,9.799580,0.778760
3572767155.895886,3.294202,10.738779,3.255486,-0.970377,-0.939199,-2.476726,0.103897,0.130556,-0.240939,2.323825,9.799580,0.778760
3572767155.905886,3.295241,10.739644,3.258086,-0.971416,-0.940064,-2.479326,0.103891,0.130576,-0.240907,2.323825,9.799580,0.778760
3572767155.915887,3.296279,10.740509,3.260686,-0.972455,-0.940929,-2.481926,0.103885,0.130595,-0.240875,2.323825,9.799580,0.778760
3572767155.925888,3.297318,10.741373,3.263286,-0.973494,-0.941793,-2.484526,0.103880,0.130615,-0.240843,2.323825,9.799580,0.778760
3572767155.935888,3.298357,10.742237,3.265886,-0.974532,-0.942657,-2.487126,0.103874,0.130634,-0.240812,2.323825,9.799580,0.778760
3572767155.945883,3.299396,10.743100,3.268486,-0.975571,-0.943520,-2.489726,0.103869,0.130654,-0.240780,2.323825,9.799580,0.778760
3572767155.955887,3.300434,10.743963,3.271086,-0.976610,-0.944384,-2.492326,0.103864,0.130673,-0.240749,2.323825,9.799580,0.778760
3572767155.965888,3.301473,10.744826,3.273685,-0.977648,-0.945246,-2.494926,0.103859,0.130693,-0.240718,2.323825,9.799580,0.778760
3572767155.975889,3.302512,10.745688,3.276285,-0.978687,-0.946109,-2.497526,0.103853,0.130713,-0.240687,2.323825,9.799580,0.778760
3572767155.985888,3.303550,10.746550,3.278885,-0.979725,-0.946971,-2.500125,0.103848,0.130733,-0.240656,2.323825,9.799580,0.778760
3572767155.995890,3.304589,10.747412,3.281484,-0.980764,-0.947833,-2.502725,0.103843,0.130753,-0.240626,2.323825,9.799580,0.778760
3572767156.005889,3.305627,10.748273,3.284084,-0.981802,-0.948694,-2.505324,0.103839,0.130773,-0.240595,2.323825,9.799580,0.778760
3572767156.015889,3.306665,10.749134,3.286683,-0.982841,-0.949555,-2.507924,0.103834,0.130793,-0.240565,2.323825,9.799580,0.778760
3572767156.025889,3.307704,10.749995,3.289283,-0.983879,-0.950415,-2.510523,0.103829,0.130813,-0.240535,2.323825,9.799580,0.778760
3572767156.035891,3.308742,10.750856,3.291883,-0.984917,-0.951277,-2.513123,0.103881,0.130833,-0.240784,2.323825,9.799580,0.778760
3572767156.045886,3.309781,10.751723,3.294481,-0.985956,-0.952144,-2.515721,0.103929,0.129661,-0.241032,2.323825,9.799580,0.778760
3572767156.055891,3.310821,10.752600,3.297072,-0.986996,-0.953021,-2.518312,0.103970,0.128489,-0.241277,2.323825,9.799580,0.778760
3572767156.065890,3.311861,10.753487,3.299656,-0.988036,-0.953907,-2.520896,0.104002,0.127318,-0.241521,2.323825,9.799580,0.778760
3572767156.075891,3.312901,10.754383,3.302233,-0.989076,-0.954804,-2.523473,0.104028,0.126146,-0.241762,2.323825,9.799580,0.778760
3572767156.085891,3.313941,10.755289,3.304803,-0.990116,-0.955710,-2.526043,0.104045,0.124975,-0.242000,2.323825,9.799580,0.778760
3572767156.095892,3.314982,10.756205,3.307366,-0.991157,-0.956626,-2.528607,0.104055,0.123803,-0.242237,2.323825,9.799580,0.778760
3572767156.105892,3.316022,10.757130,3.309922,-0.992197,-0.957550,-2.531162,0.104001,0.122632,-0.242191,2.323825,9.799580,0.778760
3572767156.115892,3.317062,10.758058,3.312473,-0.993237,-0.958478,-2.533713,0.103943,0.122653,-0.242146,2.323825,9.799580,0.778760
3572767156.125892,3.318101,10.758986,3.315023,-0.994276,-0.959406,-2.536264,0.103886,0.122674,-0.242100,2.323825,9.799580,0.778760
3572767156.135892,3.319139,10.759913,3.317574,-0.995315,-0.960334,-2.538814,0.103829,0.122695,-0.242055,2.323825,9.799580,0.778760
3572767156.145887,3.320177,10.760840,3.320124,-0.996353,-0.961260,-2.541365,0.103772,0.122717,-0.242009,2.323825,9.799580,0.778760
3572767156.155894,3.321215,10.761766,3.322675,-0.997390,-0.962187,-2.543915,0.103716,0.122739,-0.241964,2.323825,9.799580,0.778760
3572767156.165893,3.322252,10.762692,3.325225,-0.998427,-0.963112,-2.546465,0.103661,0.122761,-0.241919,2.323825,9.799580,0.778760
3572767156.175893,3.323288,10.763617,3.327775,-0.999463,-0.964038,-2.549015,0.103605,0.122783,-0.241873,2.323825,9.799580,0.778760
3572767156.185893,3.324324,10.764542,3.330324,-1.000499,-0.964963,-2.551565,0.103550,0.122805,-0.241828,2.323825,9.799580,0.778760
3572767156.195893,3.325359,10.765467,3.332874,-1.001534,-0.965887,-2.554115,0.103496,0.122828,-0.241783,2.323825,9.799580,0.778760
3572767156.205894,3.326394,10.766391,3.335424,-1.002569,-0.966811,-2.556664,0.103442,0.122851,-0.241738,2.323825,9.799580,0.778760
3572767156.215896,3.327428,10.767314,3.337973,-1.003603,-0.967734,-2.559214,0.103388,0.122875,-0.241693,2.323825,9.799580,0.778760
3572767156.225893,3.328462,10.768237,3.340522,-1.004637,-0.968657,-2.561763,0.103335,0.122898,-0.241648,2.323825,9.799580,0.778760
3572767156.235895,3.329495,10.769159,3.343072,-1.005670,-0.969580,-2.564312,0.103282,0.122922,-0.241603,2.323825,9.799580,0.778760
3572767156.245890,3.330527,10.770081,3.345621,-1.006702,-0.970502,-2.566861,0.103230,0.122946,-0.241558,2.323825,9.799580,0.778760
3572767156.255896,3.331559,10.771003,3.348169,-1.007734,-0.971423,-2.569410,0.103178,0.122970,-0.241514,2.323825,9.799580,0.778760
3572767156.265895,3.332591,10.771924,3.350718,-1.008766,-0.972344,-2.571959,0.103126,0.122995,-0.241469,2.323825,9.799580,0.778760
3572767156.275897,3.333622,10.772844,3.353267,-1.009797,-0.973264,-2.574507,0.103075,0.123019,-0.241424,2.323825,9.799580,0.778760
3572767156.285896,3.334652,10.773764,3.355815,-1.010827,-0.974184,-2.577056,0.103024,0.123044,-0.241380,2.323825,9.799580,0.778760
3572767156.295897,3.335682,10.774684,3.358364,-1.011857,-0.975104,-2.579604,0.102974,0.123070,-0.241335,2.323825,9.799580,0.778760
3572767156.305896,3.336712,10.775602,3.360912,-1.012887,-0.976023,-2.582152,0.102924,0.123095,-0.241291,2.323825,9.799580,0.778760
3572767156.315897,3.337741,10.776521,3.363460,-1.013916,-0.976941,-2.584701,0.102874,0.123121,-0.241247,2.323825,9.799580,0.778760
3572767156.325897,3.338769,10.777439,3.366008,-1.014944,-0.977859,-2.587249,0.102825,0.123147,-0.241202,2.323825,9.799580,0.778760
3572767156.335898,3.339797,10.778356,3.368556,-1.015972,-0.978777,-2.589796,0.102776,0.123173,-0.241158,2.323825,9.799580,0.778760
3572767156.345893,3.340825,10.779273,3.371104,-1.017000,-0.979694,-2.592344,0.102728,0.123199,-0.241114,2.323825,9.799580,0.778760
3572767156.355897,3.341852,10.780190,3.373652,-1.018027,-0.980610,-2.594892,0.102680,0.123226,-0.241070,2.323825,9.799580,0.778760
3572767156.365898,3.342878,10.781106,3.376199,-1.019054,-0.981526,-2.597440,0.102632,0.123252,-0.241026,2.323825,9.799580,0.778760
3572767156.375898,3.343904,10.782021,3.378747,-1.020080,-0.982442,-2.599987,0.102585,0.123279,-0.240982,2.323825,9.799580,0.778760
3572767156.385898,3.344930,10.782936,3.381294,-1.021105,-0.983357,-2.602534,0.102538,0.123307,-0.240939,2.323825,9.799580,0.778760
3572767156.395900,3.345955,10.783851,3.383841,-1.022130,-0.984271,-2.605082,0.102492,0.123334,-0.240895,2.323825,9.799580,0.778760
3572767156.405899,3.346980,10.784765,3.386388,-1.023155,-0.985185,-2.607629,0.102446,0.123362,-0.240851,2.323825,9.799580,0.778760
3572767156.415899,3.348004,10.785678,3.388936,-1.024179,-0.986098,-2.610176,0.102400,0.123390,-0.240808,2.323825,9.799580,0.778760
3572767156.425900,3.349028,10.786591,3.391483,-1.025203,-0.987011,-2.612723,0.102355,0.123418,-0.240764,2.323825,9.799580,0.778760
3572767156.435900,3.350051,10.787503,3.394029,-1.026226,-0.987924,-2.615270,0.102310,0.123446,-0.240721,2.323825,9.799580,0.778760
3572767156.445895,3.351074,10.788415,3.396576,-1.027249,-0.988836,-2.617817,0.102265,0.123475,-0.240678,2.323825,9.799580,0.778760
3572767156.455901,3.352097,10.789327,3.399123,-1.028272,-0.989747,-2.620363,0.102221,0.123503,-0.240635,2.323825,9.799580,0.778760
