u_in,u_hat, u_tilde,Absolute Time
0.580043,0.568594,0.011449,3571913567.160787
0.580043,0.568621,0.011422,3571913567.170788
0.580043,0.568648,0.011395,3571913567.180783
0.580043,0.568675,0.011367,3571913567.190788
0.580043,0.568702,0.011340,3571913567.200788
0.580043,0.568729,0.011314,3571913567.210787
0.580043,0.568756,0.011287,3571913567.220788
0.580043,0.568783,0.011260,3571913567.230790
0.580043,0.568810,0.011233,3571913567.240790
0.580043,0.568837,0.011206,3571913567.250790
0.580043,0.568863,0.011180,3571913567.260790
0.580043,0.568890,0.011153,3571913567.270790
0.580043,0.568916,0.011127,3571913567.280787
0.580043,0.568943,0.011100,3571913567.290791
0.580043,0.338006,0.242037,3571913567.300792
0.580043,0.569348,0.010695,3571913567.310791
0.580043,0.569373,0.010670,3571913567.320792
0.580043,0.569398,0.010644,3571913567.330792
0.580043,0.569424,0.010619,3571913567.340792
0.580043,0.569449,0.010594,3571913567.350792
0.580043,0.569474,0.010569,3571913567.360794
0.580043,0.569499,0.010543,3571913567.370794
0.580043,0.569525,0.010518,3571913567.380790
0.580043,0.569550,0.010493,3571913567.390794
0.580043,0.569575,0.010468,3571913567.400795
0.580043,0.569599,0.010443,3571913567.410794
0.580043,0.569624,0.010419,3571913567.420794
0.580043,0.569649,0.010394,3571913567.430795
0.580043,0.569674,0.010369,3571913567.440796
0.580043,0.569699,0.010344,3571913567.450797
0.580043,0.569723,0.010320,3571913567.460795
0.580043,0.569748,0.010295,3571913567.470796
0.580043,0.569772,0.010271,3571913567.480793
0.580043,0.569797,0.010246,3571913567.490798
0.580043,0.262215,0.317828,3571913567.500797
0.580043,0.570261,0.009782,3571913567.510796
0.580043,0.570284,0.009759,3571913567.520798
0.580043,0.570307,0.009736,3571913567.530799
0.580043,0.570330,0.009713,3571913567.540799
0.580043,0.570353,0.009689,3571913567.550799
0.580043,0.570377,0.009666,3571913567.560799
0.580043,0.570400,0.009643,3571913567.570800
0.580043,0.570423,0.009620,3571913567.580795
0.580043,0.570445,0.009597,3571913567.590801
0.580043,0.570468,0.009575,3571913567.600800
0.580043,0.570491,0.009552,3571913567.610800
0.580043,0.570514,0.009529,3571913567.620800
0.580043,0.570537,0.009506,3571913567.630801
0.580043,0.570559,0.009484,3571913567.640801
0.580043,0.570582,0.009461,3571913567.650802
0.580043,0.570605,0.009438,3571913567.660802
0.580043,0.570627,0.009416,3571913567.670802
0.580043,0.570649,0.009393,3571913567.680799
0.580043,0.570672,0.009371,3571913567.690804
0.580043,0.925145,-0.345102,3571913567.700802
0.580043,0.569301,0.010742,3571913567.710804
0.580043,0.569327,0.010716,3571913567.720804
0.580043,0.569352,0.010691,3571913567.730804
0.580043,0.569378,0.010665,3571913567.740805
0.580043,0.569403,0.010640,3571913567.750805
0.580043,0.569429,0.010614,3571913567.760805
0.580043,0.569454,0.010589,3571913567.770805
0.580043,0.569479,0.010564,3571913567.780801
0.580043,0.569504,0.010539,3571913567.790806
0.580043,0.569529,0.010514,3571913567.800806
0.580043,0.569554,0.010489,3571913567.810804
0.580043,0.569579,0.010464,3571913567.820807
0.580043,0.569604,0.010439,3571913567.830807
0.580043,0.569629,0.010414,3571913567.840807
0.580043,0.569654,0.010389,3571913567.850807
0.580043,0.569679,0.010364,3571913567.860809
0.580043,0.569703,0.010340,3571913567.870808
0.580043,0.569728,0.010315,3571913567.880804
0.580043,0.569752,0.010291,3571913567.890809
0.580043,0.214467,0.365576,3571913567.900809
0.580043,0.570266,0.009777,3571913567.910808
0.580043,0.570289,0.009754,3571913567.920810
0.580043,0.570313,0.009730,3571913567.930810
0.580043,0.570336,0.009707,3571913567.940811
0.580043,0.570359,0.009684,3571913567.950811
0.580043,0.570382,0.009661,3571913567.960811
0.580043,0.570405,0.009638,3571913567.970810
0.580043,0.570428,0.009615,3571913567.980807
0.580043,0.570451,0.009592,3571913567.990811
0.580043,0.570474,0.009569,3571913568.000812
0.580043,0.570497,0.009546,3571913568.010812
0.580043,0.570519,0.009524,3571913568.020812
0.580043,0.570542,0.009501,3571913568.030814
0.580043,0.570565,0.009478,3571913568.040813
0.580043,0.570587,0.009456,3571913568.050814
0.580043,0.570610,0.009433,3571913568.060813
0.580043,0.570632,0.009411,3571913568.070814
0.580043,0.570655,0.009388,3571913568.080810
0.580043,0.570677,0.009366,3571913568.090815
0.580043,0.922928,-0.342885,3571913568.100815
0.580043,0.569244,0.010799,3571913568.110813
0.580043,0.569269,0.010774,3571913568.120816
0.580043,0.569295,0.010748,3571913568.130816
0.580043,0.569320,0.010722,3571913568.140816
0.580043,0.569346,0.010697,3571913568.150816
0.580043,0.569371,0.010672,3571913568.160816
0.580043,0.569397,0.010646,3571913568.170816
0.580043,0.569422,0.010621,3571913568.180813
0.580043,0.569447,0.010596,3571913568.190818
0.580043,0.569473,0.010570,3571913568.200819
0.580043,0.569498,0.010545,3571913568.210816
0.580043,0.569523,0.010520,3571913568.220818
0.580043,0.569548,0.010495,3571913568.230819
0.580043,0.569573,0.010470,3571913568.240818
0.580043,0.569598,0.010445,3571913568.250819
0.580043,0.569623,0.010420,3571913568.260820
0.580043,0.569648,0.010395,3571913568.270820
0.580043,0.569672,0.010371,3571913568.280816
0.580043,0.569697,0.010346,3571913568.290821
0.580043,0.843389,-0.263346,3571913568.300820
0.580043,0.568742,0.011301,3571913568.310821
0.580043,0.568769,0.011274,3571913568.320821
0.580043,0.568796,0.011247,3571913568.330822
0.580043,0.568822,0.011221,3571913568.340822
0.580043,0.568849,0.011194,3571913568.350822
0.580043,0.568876,0.011167,3571913568.360822
0.580043,0.568902,0.011141,3571913568.370823
0.580043,0.568929,0.011114,3571913568.380820
0.580043,0.568955,0.011088,3571913568.390823
0.580043,0.568981,0.011061,3571913568.400823
0.580043,0.569008,0.011035,3571913568.410822
0.580043,0.569034,0.011009,3571913568.420824
0.580043,0.569060,0.010983,3571913568.430824
0.580043,0.569086,0.010957,3571913568.440825
0.580043,0.569112,0.010931,3571913568.450826
0.580043,0.569138,0.010905,3571913568.460826
0.580043,0.569164,0.010879,3571913568.470826
0.580043,0.569190,0.010853,3571913568.480823
0.580043,0.569216,0.010827,3571913568.490826
0.580043,0.228834,0.351209,3571913568.500826
0.580043,0.569704,0.010339,3571913568.510826
0.580043,0.569728,0.010315,3571913568.520827
0.580043,0.569753,0.010290,3571913568.530828
0.580043,0.569777,0.010266,3571913568.540826
0.580043,0.569802,0.010241,3571913568.550828
0.580043,0.569826,0.010217,3571913568.560828
0.580043,0.569850,0.010192,3571913568.570828
0.580043,0.569875,0.010168,3571913568.580825
0.580043,0.569899,0.010144,3571913568.590829
0.580043,0.569923,0.010120,3571913568.600829
0.580043,0.569947,0.010096,3571913568.610830
0.580043,0.569971,0.010072,3571913568.620830
0.580043,0.569995,0.010048,3571913568.630830
0.580043,0.570019,0.010024,3571913568.640831
0.580043,0.570043,0.010000,3571913568.650831
0.580043,0.570067,0.009976,3571913568.660830
0.580043,0.570091,0.009952,3571913568.670831
0.580043,0.570114,0.009929,3571913568.680828
0.580043,0.570138,0.009905,3571913568.690833
0.580043,0.220390,0.359653,3571913568.700832
0.580043,0.570642,0.009401,3571913568.710831
0.580043,0.570664,0.009378,3571913568.720833
0.580043,0.570687,0.009356,3571913568.730834
0.580043,0.570709,0.009334,3571913568.740833
0.580043,0.570731,0.009312,3571913568.750834
0.580043,0.570754,0.009289,3571913568.760834
0.580043,0.570776,0.009267,3571913568.770835
0.580043,0.570798,0.009245,3571913568.780830
0.580043,0.570820,0.009223,3571913568.790835
0.580043,0.570842,0.009201,3571913568.800836
0.580043,0.570864,0.009179,3571913568.810835
0.580043,0.570886,0.009157,3571913568.820836
0.580043,0.570908,0.009135,3571913568.830836
0.580043,0.570929,0.009114,3571913568.840837
0.580043,0.570951,0.009092,3571913568.850837
0.580043,0.570973,0.009070,3571913568.860837
0.580043,0.570994,0.009048,3571913568.870838
0.580043,0.571016,0.009027,3571913568.880834
0.580043,0.571038,0.009005,3571913568.890838
0.580043,0.923659,-0.343616,3571913568.900838
0.580043,0.569616,0.010427,3571913568.910838
0.580043,0.569641,0.010402,3571913568.920839
0.580043,0.569666,0.010377,3571913568.930839
0.580043,0.569691,0.010352,3571913568.940840
0.580043,0.569715,0.010328,3571913568.950840
0.580043,0.569740,0.010303,3571913568.960839
0.580043,0.569764,0.010279,3571913568.970840
0.580043,0.569789,0.010254,3571913568.980837
0.580043,0.569813,0.010230,3571913568.990841
0.580043,0.569838,0.010205,3571913569.000842
0.580043,0.569862,0.010181,3571913569.010839
0.580043,0.569886,0.010157,3571913569.020841
0.580043,0.569910,0.010133,3571913569.030842
0.580043,0.569934,0.010108,3571913569.040842
0.580043,0.569959,0.010084,3571913569.050843
0.580043,0.569983,0.010060,3571913569.060843
0.580043,0.570007,0.010036,3571913569.070843
0.580043,0.570030,0.010012,3571913569.080839
0.580043,0.570054,0.009989,3571913569.090844
0.580043,0.189098,0.390945,3571913569.100844
0.580043,0.570582,0.009461,3571913569.110843
0.580043,0.570604,0.009439,3571913569.120845
0.580043,0.570627,0.009416,3571913569.130846
0.580043,0.570649,0.009394,3571913569.140845
0.580043,0.570672,0.009371,3571913569.150846
0.580043,0.570694,0.009349,3571913569.160845
0.580043,0.570716,0.009327,3571913569.170846
0.580043,0.570738,0.009305,3571913569.180842
0.580043,0.570761,0.009282,3571913569.190846
0.580043,0.570783,0.009260,3571913569.200846
0.580043,0.570805,0.009238,3571913569.210847
0.580043,0.570827,0.009216,3571913569.220848
0.580043,0.570849,0.009194,3571913569.230848
0.580043,0.570871,0.009172,3571913569.240848
0.580043,0.570893,0.009150,3571913569.250849
0.580043,0.570914,0.009128,3571913569.260848
0.580043,0.570936,0.009107,3571913569.270849
0.580043,0.570958,0.009085,3571913569.280845
0.580043,0.570980,0.009063,3571913569.290849
0.580043,0.236497,0.343546,3571913569.300850
0.580043,0.571463,0.008580,3571913569.310849
0.580043,0.571484,0.008559,3571913569.320850
